"year","id","wage","hours","emp","treat","female","IQ","KWW","educ","exper","tenure","age","married","black","south","urban","sibs","brthord","meduc","feduc"
2005,314,635,47,1,0,0,91,24,12,13,2,31,1,0,0,1,2,2,7,7
2005,315,0,0,0,0,0,123,43,16,9,12,32,1,0,1,1,1,1,12,14
2005,316,1045.5,40,1,0,1,118,41,16,11,8,30,1,0,0,0,2,1,13,12
2005,317,642.75,65,1,0,1,99,41,12,18,3,38,1,0,1,1,2,1,8,8
2005,318,866,40,1,0,0,111,44,14,16,14,35,1,0,0,1,1,1,12,12
2005,319,200,55,1,0,0,103,38,10,11,15,32,1,0,1,1,3,2,12,5
2005,320,825,40,1,0,1,104,41,12,18,7,37,1,0,0,1,2,3,11,13
2005,321,500,40,1,0,0,98,26,13,14,5,32,1,0,0,0,3,4,12,8
2005,322,0,0,0,0,0,107,30,16,9,8,33,1,0,0,1,6,4,9,8
2005,323,952.5,40,1,0,1,118,42,14,4,16,36,1,0,0,1,2,1,12,12
2005,324,854,48,1,0,0,120,38,16,8,5,29,0,0,0,1,2,3,12,16
2005,325,357,70,1,0,0,115,37,13,5,2,30,1,0,1,1,6,7,NA,NA
2005,326,750,45,1,0,1,123,41,12,12,1,29,1,0,0,1,3,3,12,10
2005,327,960,40,1,0,0,83,25,13,14,13,32,1,0,1,1,4,NA,10,NA
2005,328,471,44,1,0,0,101,34,12,13,7,31,1,0,0,1,3,2,8,NA
2005,329,262.5,40,1,0,1,109,48,12,14,1,36,1,0,0,0,1,1,9,7
2005,330,1732.5,40,1,0,1,114,55,18,12,7,38,1,0,0,1,2,NA,12,16
2005,331,440.25,38,1,0,1,117,40,17,8,5,29,1,0,0,0,3,3,12,NA
2005,332,1161,50,1,0,0,121,40,12,5,10,34,1,0,0,1,5,6,10,NA
2005,333,0,0,0,0,0,128,35,18,8,13,36,0,0,0,1,2,1,16,16
2005,334,600,40,1,0,0,115,40,13,7,7,28,0,0,1,1,4,5,5,NA
2005,335,357.75,60,1,0,1,71,32,9,12,1,30,1,0,0,0,4,2,11,5
2005,336,963,40,1,0,0,85,32,14,9,9,28,1,1,1,1,5,1,7,NA
2005,337,2500,40,1,0,0,95,51,15,12,9,36,1,0,0,1,3,1,16,16
2005,338,675,40,1,0,1,54,37,14,12,3,31,1,0,1,1,2,1,12,12
2005,339,550,46,1,0,0,95,44,12,18,15,35,1,0,0,1,1,1,12,11
2005,340,450,40,1,0,1,91,24,10,13,0,30,0,0,0,1,1,2,8,8
2005,341,1205.25,56,1,0,1,108,41,13,7,9,36,1,0,0,1,2,1,NA,NA
2005,342,437.25,80,1,0,1,86,24,12,9,1,30,1,0,1,1,2,2,12,12
2005,343,528.75,40,1,0,1,89,32,9,19,0,36,1,1,1,1,0,1,NA,NA
2005,344,790,40,1,0,0,115,34,12,15,2,34,1,0,0,0,6,5,6,5
2005,345,0,0,0,0,0,112,39,12,15,3,34,1,0,0,1,6,4,7,NA
2005,346,0,0,0,0,0,83,32,12,9,1,36,0,0,1,1,1,1,12,12
2005,347,468.75,40,1,0,1,72,34,9,17,5,34,1,0,1,0,10,7,4,NA
2005,348,600,40,1,0,0,114,36,16,5,4,30,1,0,1,1,2,1,12,12
2005,349,513,45,1,0,0,119,30,17,8,5,31,0,0,0,1,1,1,12,8
2005,350,1346,40,1,0,0,134,42,15,15,7,35,1,0,0,1,2,1,12,10
2005,351,318.75,40,1,0,1,86,17,10,7,1,30,1,0,1,0,4,4,3,7
2005,352,0,0,0,0,1,112,50,16,14,8,38,1,0,1,1,1,2,12,4
2005,353,849.75,40,1,0,1,106,44,16,13,10,36,1,0,1,0,1,1,12,NA
2005,354,865,40,1,0,0,130,39,16,5,3,30,1,0,0,1,4,2,8,12
2005,355,1573,55,1,0,0,112,42,18,7,8,34,1,0,1,1,1,1,14,18
2005,356,812,40,1,0,0,81,20,10,17,13,34,1,1,1,1,2,2,8,3
2005,357,714,40,1,0,1,99,34,13,10,10,31,1,1,0,1,1,1,8,10
2005,358,1058.25,45,1,0,1,121,40,18,14,3,38,1,0,0,1,3,2,12,16
2005,359,750,55,1,0,1,114,41,16,10,1,33,1,0,1,0,0,1,NA,NA
2005,360,1442,40,1,0,0,113,45,16,8,10,35,1,0,1,1,2,2,8,8
2005,361,1250,40,1,0,0,102,30,13,13,11,30,1,0,1,1,5,6,7,NA
2005,362,1602.75,45,1,0,1,145,50,16,17,8,38,1,0,0,1,2,1,12,12
2005,363,606,40,1,0,1,107,32,16,6,7,29,1,0,0,0,7,6,12,12
2005,364,1250,40,1,0,0,92,42,16,10,11,32,0,0,1,1,1,1,12,10
2005,365,356.25,52,1,0,1,98,33,14,12,1,30,0,0,0,1,6,1,8,10
2005,366,1032.75,37,1,0,1,118,48,16,15,1,36,1,0,0,1,2,2,11,10
2005,367,871.5,48,1,0,1,102,40,16,8,11,31,1,0,0,1,3,2,12,NA
2005,368,937.5,32,1,0,1,98,40,12,17,2,33,1,0,0,1,0,1,14,10
2005,369,937.5,40,1,0,1,117,31,14,7,1,28,1,0,0,1,1,2,12,12
2005,370,900,40,1,0,1,96,26,9,18,0,34,1,0,0,1,4,3,NA,8
2005,371,360.75,48,1,0,1,98,26,12,14,2,31,0,1,0,1,4,3,NA,NA
2005,372,800,40,1,0,0,105,42,14,12,12,37,1,0,0,0,3,2,10,12
2005,373,844.5,40,1,0,1,110,26,12,16,2,32,1,0,0,1,6,1,9,12
2005,374,2137,45,1,0,0,108,45,16,11,2,36,1,0,0,1,2,3,12,NA
2005,375,825,40,1,0,1,91,41,12,18,10,36,1,0,0,0,2,3,8,8
2005,376,337.5,40,1,0,1,95,31,11,12,2,30,1,0,1,0,2,3,8,8
2005,377,963,40,1,0,0,109,43,12,15,15,37,0,0,0,0,5,NA,NA,7
2005,378,312.75,40,1,0,1,80,30,12,8,0,30,0,0,1,1,3,4,8,7
2005,379,832.5,52,1,0,1,106,42,12,11,6,33,1,0,0,0,5,2,12,12
2005,380,393.75,40,1,0,1,100,22,13,5,1,31,1,0,1,0,1,1,10,12
2005,381,258.75,40,1,0,1,84,28,12,7,8,31,1,1,1,1,2,2,NA,NA
2005,382,800,55,1,0,0,106,34,12,17,18,36,1,0,0,0,3,3,8,12
2005,383,1318,35,1,0,0,118,47,16,16,17,37,1,0,0,0,1,1,8,12
2005,384,847.5,50,1,0,1,105,38,12,18,2,37,1,0,0,1,4,2,10,10
2005,385,706.5,40,1,0,1,85,36,12,7,10,38,1,0,0,1,4,5,NA,NA
2005,386,1200,50,1,0,1,109,44,14,16,5,33,1,0,0,0,2,NA,9,10
2005,387,1130,40,1,0,0,109,40,18,4,13,38,1,0,0,0,1,2,18,15
2005,388,1615,50,1,0,0,113,49,16,10,4,36,1,0,0,1,2,1,12,12
2005,389,0,0,0,0,0,105,22,12,11,9,30,1,0,0,0,3,2,12,10
2005,390,681,40,1,0,0,94,24,12,18,15,35,0,0,1,1,4,NA,9,10
2005,391,901.5,40,1,0,1,124,23,15,11,8,28,1,0,0,1,2,2,10,NA
2005,392,0,0,0,0,0,115,31,12,12,8,31,1,0,0,1,2,3,12,NA
2005,393,515,45,1,0,0,114,30,13,8,10,28,1,0,0,0,3,2,12,12
2005,394,506.25,40,1,0,1,77,42,12,20,4,38,1,1,1,1,5,2,12,6
2005,395,500,45,1,0,0,90,47,12,19,4,37,1,0,0,0,0,1,12,6
2005,396,1744,43,1,0,0,106,41,16,8,9,29,1,0,1,1,1,1,12,16
2005,397,768.75,40,1,0,1,85,29,15,9,13,29,1,1,0,1,6,1,14,12
2005,398,450,40,1,0,0,63,26,11,12,4,31,1,1,1,1,7,2,7,NA
2005,399,673,40,1,0,0,85,21,12,17,10,35,1,0,0,0,2,2,12,12
2005,400,600,40,1,0,0,87,15,10,20,7,36,1,0,1,0,0,1,5,6
2005,401,1039.5,40,1,0,1,97,38,10,17,9,37,1,0,1,1,1,2,12,8
2005,402,1151,40,1,0,0,98,34,12,12,12,29,1,0,0,1,3,4,12,8
2005,403,1097.25,45,1,0,1,104,47,15,14,11,37,1,0,1,1,3,4,12,12
2005,404,300,50,1,0,1,68,35,12,4,9,31,1,1,1,1,6,1,6,2
2005,405,0,0,0,0,0,105,39,12,11,4,28,1,0,1,0,0,1,12,7
2005,406,412.5,40,1,0,1,95,20,12,4,1,30,0,0,0,0,3,4,12,10
2005,407,294.75,48,1,0,1,92,37,12,15,16,38,1,0,1,1,1,1,8,7
2005,408,281.25,40,1,0,1,99,29,10,12,2,30,1,0,1,0,3,2,8,5
2005,409,606,40,1,0,0,86,19,11,13,11,30,1,0,1,0,4,4,3,7
2005,410,841.5,35,1,0,1,132,45,18,13,8,32,1,0,1,1,2,3,12,7
2005,411,1000,40,1,0,0,121,35,13,6,1,33,1,0,0,1,2,2,8,14
2005,412,1038,50,1,0,1,114,48,18,12,2,37,1,0,0,1,1,1,12,13
2005,413,462,55,1,0,0,61,24,12,6,4,29,1,1,1,0,9,NA,8,3
2005,414,833.25,45,1,0,1,90,47,12,18,18,37,1,0,0,1,6,3,NA,NA
2005,415,929.25,45,1,0,1,109,44,12,16,4,38,1,0,0,1,3,3,12,NA
2005,416,0,0,0,0,0,90,44,16,9,16,38,1,0,0,1,1,1,12,12
2005,417,753,46,1,0,0,70,34,10,21,7,38,1,0,1,1,4,2,12,7
2005,418,1318,38,1,0,0,122,47,17,10,9,33,1,0,0,1,1,NA,12,8
2005,419,313.5,40,1,0,1,76,26,12,12,2,31,1,1,1,0,0,1,9,10
2005,420,0,0,0,0,0,80,23,11,14,15,33,1,0,0,1,3,NA,10,10
2005,421,769,40,1,0,0,98,37,16,8,3,35,0,0,1,1,0,1,11,8
2005,422,993.75,45,1,0,1,97,44,12,12,5,28,1,0,0,1,1,2,12,8
2005,423,900.75,50,1,0,1,98,38,11,17,16,36,1,0,1,0,4,5,11,2
2005,424,740.25,38,1,0,1,109,41,16,9,3,31,1,0,1,1,3,4,4,NA
2005,425,1179.75,55,1,0,1,90,28,12,5,3,30,1,0,0,1,4,3,11,8
2005,426,637.5,43,1,0,1,111,38,16,8,8,34,1,0,0,1,4,2,NA,NA
2005,427,0,0,0,0,0,99,33,16,9,8,30,1,0,0,1,2,NA,11,12
2005,428,1748,55,1,0,0,125,50,18,12,12,34,1,0,0,1,1,2,14,15
2005,429,0,0,0,0,1,113,50,17,13,9,33,1,0,0,1,3,3,12,8
2005,430,1344,40,1,0,1,118,47,16,9,9,34,1,0,0,1,1,1,12,12
2005,431,606,50,1,0,1,101,44,18,8,9,38,1,0,1,0,3,2,17,12
2005,432,1418,45,1,0,0,102,44,12,19,20,36,1,0,1,1,2,3,8,8
2005,433,962,40,1,0,0,110,34,12,16,8,33,1,0,0,1,2,1,10,10
2005,434,1038,48,1,0,0,103,36,15,8,2,36,1,0,1,0,2,1,12,15
2005,435,782,40,1,0,0,92,24,13,9,10,31,1,0,0,1,3,3,8,NA
2005,436,1803,50,1,0,1,96,42,14,1,1,36,1,0,0,1,5,5,8,10
2005,437,870,40,1,0,1,84,35,12,17,2,38,1,0,0,0,4,2,16,12
2005,438,801,48,1,0,0,100,30,14,6,10,29,1,1,1,1,2,1,NA,NA
2005,439,0,0,0,0,0,72,18,10,14,15,37,1,1,0,1,8,9,11,NA
2005,440,544.5,45,1,0,1,93,32,12,16,5,36,1,0,1,0,5,2,6,NA
2005,441,502.5,50,1,0,1,108,43,12,14,8,34,1,0,1,1,5,1,11,7
2005,442,0,0,0,0,0,114,30,13,8,10,28,1,0,0,0,3,2,12,12
2005,443,0,0,0,0,0,118,40,16,12,13,33,1,0,0,1,1,1,8,NA
2005,444,331.5,60,1,0,1,82,32,12,12,0,33,1,0,0,1,2,3,12,9
2005,445,1366,38,1,0,0,122,38,12,15,15,32,1,0,0,1,1,2,12,NA
2005,446,1411,45,1,0,0,111,40,16,11,12,32,1,0,1,1,1,1,12,9
2005,447,787.5,40,1,0,1,119,37,16,7,18,37,0,0,0,1,2,2,12,13
2005,448,0,0,0,0,1,67,31,12,15,11,32,1,1,0,1,3,2,9,5
2005,449,855,40,1,0,0,99,44,12,19,10,36,1,0,0,1,1,2,12,12
2005,450,468.75,40,1,0,1,73,24,11,1,1,31,1,0,0,1,3,4,12,12
2005,451,377,40,1,0,0,83,32,12,9,1,36,0,0,1,1,1,1,12,12
2005,452,812,40,1,0,0,131,44,16,9,3,30,0,0,0,0,1,1,12,12
2005,453,0,0,0,0,1,124,20,16,6,6,29,1,0,1,0,2,NA,12,10
2005,454,888,50,1,0,0,105,36,15,9,5,32,0,0,0,1,2,2,12,10
2005,455,850,40,1,0,0,97,35,11,16,5,37,1,0,1,1,1,1,12,6
2005,456,1602,60,1,0,0,124,32,16,8,9,29,1,0,0,1,3,1,16,16
2005,457,606,40,1,0,1,99,40,12,18,13,38,1,1,0,1,0,1,9,8
2005,458,797,41,1,0,0,89,38,12,10,7,36,1,0,1,0,1,2,7,8
2005,459,330.75,38,1,0,1,74,24,12,12,11,30,1,0,1,0,4,4,8,6
2005,460,1273,55,1,0,0,84,42,18,14,4,37,1,0,0,1,1,1,8,12
2005,461,445,40,1,0,0,91,40,12,11,4,32,1,0,1,0,0,1,6,8
2005,462,225,24,1,0,1,83,45,12,16,3,37,1,1,1,1,4,1,3,NA
2005,463,938,50,1,0,0,130,39,14,15,1,33,1,0,0,0,3,1,12,11
2005,464,500,44,1,0,0,87,25,13,5,2,31,1,0,1,1,7,NA,12,NA
2005,465,808,40,1,0,0,93,26,12,17,9,37,1,1,1,0,4,1,NA,NA
2005,466,490.5,50,1,0,1,113,38,17,1,13,33,1,0,0,0,1,1,12,10
2005,467,1250,44,1,0,0,96,32,12,19,20,38,1,0,0,1,2,1,12,12
2005,468,769.5,45,1,0,1,125,33,12,11,11,28,1,0,0,1,3,1,14,17
2005,469,464.25,42,1,0,1,93,20,12,10,10,28,0,0,0,1,8,NA,9,11
2005,470,768.75,48,1,0,1,104,30,14,6,5,32,1,0,0,1,2,3,NA,12
2005,471,1225.5,40,1,0,1,94,39,13,18,18,36,1,0,1,1,2,2,8,8
2005,472,1049,50,1,0,0,112,45,14,6,10,32,1,0,0,0,3,3,12,10
2005,473,622,45,1,0,0,119,48,16,12,1,33,1,0,0,1,0,1,12,12
2005,474,558.75,40,1,0,1,94,40,13,17,1,36,0,0,0,0,2,3,13,8
2005,475,490.5,50,1,0,1,111,51,13,5,16,38,1,0,0,1,3,3,12,9
2005,476,690.75,38,1,0,1,102,45,14,9,11,33,1,0,0,0,1,2,16,NA
2005,477,1011,40,1,0,0,104,43,12,20,7,37,1,0,1,1,0,1,NA,NA
2005,478,690,40,1,0,0,119,35,12,9,5,28,1,0,0,1,1,2,8,NA
2005,479,1199,43,1,0,0,70,28,13,13,5,30,1,1,1,1,3,1,8,NA
2005,480,833.25,45,1,0,1,118,43,15,11,3,32,1,0,0,1,3,1,11,10
2005,481,884,46,1,0,0,120,45,17,4,10,36,1,0,0,0,2,1,12,18
2005,482,750,40,1,0,1,93,26,11,11,0,29,1,0,1,1,5,3,12,12
2005,483,576.75,45,1,0,1,105,29,12,16,5,33,1,0,1,0,4,1,7,7
2005,484,678,50,1,0,1,98,29,13,7,1,33,1,0,0,1,5,NA,12,NA
2005,485,410.25,60,1,0,1,88,38,11,17,5,34,1,0,1,1,4,5,NA,NA
2005,486,988.5,38,1,0,1,119,24,16,7,2,28,1,0,0,1,3,1,10,10
2005,487,996.75,55,1,0,1,115,56,18,10,5,36,1,0,0,1,1,1,12,12
2005,488,421.5,40,1,0,1,74,27,11,14,5,34,1,0,0,1,10,6,6,11
2005,489,1442,40,1,0,0,112,42,12,19,15,36,1,0,0,1,3,2,10,8
2005,490,808,50,1,0,0,119,41,18,11,16,37,1,0,0,1,1,NA,14,14
2005,491,654.75,65,1,0,1,95,36,12,14,3,38,1,0,0,1,5,1,10,10
2005,492,901.5,40,1,0,1,84,21,14,6,5,31,1,1,0,1,2,1,11,9
2005,493,0,0,0,0,0,121,30,16,7,4,28,1,0,0,0,1,NA,12,12
2005,494,940,48,1,0,0,104,25,12,13,0,32,1,1,0,1,7,2,12,8
2005,495,483,42,1,0,1,101,38,12,11,5,33,1,0,1,0,4,3,12,NA
2005,496,1091,50,1,0,0,88,31,13,13,4,37,1,0,0,1,4,1,12,NA
2005,497,571,40,1,0,0,78,33,13,10,1,29,0,1,0,1,5,5,8,9
2005,498,1311.75,40,1,0,1,108,32,12,13,9,29,0,0,0,1,7,1,12,9
2005,499,0,0,0,0,1,101,43,12,18,2,37,1,0,0,1,1,2,NA,NA
2005,500,828.75,40,1,0,1,103,32,13,10,11,30,1,0,0,1,1,1,16,15
2005,501,528.75,40,1,0,1,76,32,12,13,8,37,1,1,0,1,5,NA,NA,NA
2005,502,1201.5,60,1,0,1,124,36,16,12,2,37,1,0,0,1,1,2,12,12
2005,503,621.75,40,1,0,1,98,33,12,15,15,36,1,0,0,1,4,5,8,8
2005,504,905,45,1,0,0,109,41,14,11,14,36,1,0,0,1,3,4,8,8
2005,505,0,0,0,0,0,110,23,12,15,13,32,0,0,0,1,2,2,5,11
2005,506,1079,50,1,0,0,87,33,12,18,9,36,1,0,0,1,5,5,8,NA
2005,507,881.25,45,1,0,1,111,38,12,17,14,34,1,0,0,1,0,1,16,4
2005,508,2162,40,1,0,0,124,48,18,10,8,32,1,0,1,1,1,1,10,10
2005,509,1169.25,40,1,0,1,103,32,12,17,10,34,1,0,0,1,3,4,8,8
2005,510,751,40,1,0,0,114,37,13,9,2,28,1,0,1,1,2,2,12,10
2005,511,625,40,1,0,0,108,26,13,11,9,30,1,0,0,1,3,NA,12,16
2005,512,417,40,1,0,1,127,44,16,6,2,31,1,1,1,1,2,1,12,12
2005,513,852,44,1,0,0,89,36,10,13,9,32,1,0,1,1,6,7,9,NA
2005,514,445,40,1,0,0,80,31,10,19,0,38,1,0,0,0,5,5,NA,NA
2005,515,625,40,1,0,0,92,25,16,6,9,33,1,1,1,0,11,1,NA,NA
2005,516,602.25,40,1,0,1,120,35,13,4,1,28,1,0,1,1,3,4,10,12
2005,517,841,44,1,0,0,106,40,12,15,10,31,1,0,0,1,5,6,8,NA
2005,518,950,40,1,0,0,98,40,12,11,6,30,1,0,0,1,3,4,12,12
2005,519,1009.5,45,1,0,1,60,34,16,8,2,31,1,0,1,1,2,3,NA,NA
2005,520,1427.25,48,1,0,1,118,44,18,13,5,36,1,0,0,0,0,1,11,11
2005,521,0,0,0,0,0,86,22,11,7,0,33,1,1,0,1,5,2,11,NA
2005,522,971,40,1,0,0,95,42,17,5,11,37,1,0,0,1,1,2,16,8
2005,523,1154,42,1,0,0,88,32,12,14,12,29,1,0,1,1,2,2,12,7
2005,524,850,35,1,0,0,109,32,12,11,2,31,1,0,0,0,2,2,17,NA
2005,525,1154.25,40,1,0,1,112,42,12,15,15,32,1,0,0,0,3,1,NA,10
2005,526,513,45,1,0,1,106,45,13,16,2,38,1,0,1,1,1,1,12,14
2005,527,507,55,1,0,0,110,36,14,10,4,32,1,0,1,1,2,2,13,16
2005,528,750,40,1,0,1,70,18,12,12,5,32,0,1,0,1,6,NA,8,8
2005,529,1241,40,1,0,0,83,51,13,9,10,33,1,0,1,1,2,3,12,12
2005,530,489,50,1,0,1,113,37,12,14,4,36,0,0,0,1,1,2,9,9
2005,531,0,0,0,0,0,79,23,12,11,3,32,0,0,0,0,4,2,8,8
2005,532,828,54,1,0,1,96,39,12,11,4,29,1,0,1,0,1,2,10,12
2005,533,0,0,0,0,0,125,44,18,6,12,35,0,0,0,1,1,2,8,8
2005,534,596.25,52,1,0,1,89,35,11,16,4,34,1,0,0,1,6,1,NA,NA
2005,535,650,40,1,0,0,99,36,12,13,10,30,1,0,1,0,1,2,12,10
2005,536,721.5,40,1,0,1,120,33,12,18,19,36,1,0,0,1,3,NA,8,8
2005,537,1602.75,45,1,0,1,102,35,13,8,2,30,1,0,1,0,0,1,12,12
2005,538,923,50,1,0,0,122,38,16,10,10,31,1,0,0,0,1,2,8,8
2005,539,1196,45,1,0,0,96,45,14,10,4,32,1,0,1,0,2,3,10,6
2005,540,1375,40,1,0,0,96,24,13,3,3,30,1,0,0,1,3,1,11,8
2005,541,1495,45,1,0,0,109,34,18,10,3,32,1,0,0,1,3,1,9,8
2005,542,1202,40,1,0,0,102,32,13,10,3,31,1,0,1,1,7,7,8,6
2005,543,525,40,1,0,1,82,35,13,10,4,30,1,0,0,1,4,5,8,NA
2005,544,1250,32,1,0,0,104,32,13,13,3,33,1,0,0,1,3,3,9,NA
2005,545,1346,40,1,0,0,99,33,16,9,8,30,1,0,0,1,2,NA,11,12
2005,546,760,40,1,0,0,88,34,12,12,15,31,1,0,1,1,2,1,12,7
2005,547,693.75,40,1,0,1,75,27,12,12,9,30,1,0,1,0,2,2,6,NA
2005,548,800,40,1,0,0,96,33,12,17,12,35,1,0,0,1,1,2,6,8
2005,549,262.5,45,1,0,1,116,36,16,5,3,33,1,0,1,1,2,2,11,12
2005,550,432.75,40,1,0,1,111,37,16,8,8,29,0,1,1,1,1,1,18,18
2005,551,771,40,1,0,1,111,28,12,19,12,37,1,1,1,1,3,4,12,NA
2005,552,433,40,1,0,0,98,28,12,11,10,30,0,0,0,1,1,1,12,11
2005,553,1000,44,1,0,0,103,37,12,9,5,29,1,0,1,1,0,1,11,NA
2005,554,1200,40,1,0,0,108,29,12,16,11,33,1,0,0,1,3,2,8,NA
2005,555,0,0,0,0,1,98,38,11,17,16,36,1,0,1,0,4,5,11,2
2005,556,776.25,48,1,0,1,107,42,12,21,14,38,1,0,0,1,1,2,11,8
2005,557,650,40,1,0,0,69,37,12,14,11,30,1,1,0,1,3,4,10,9
2005,558,713.25,60,1,0,1,116,40,12,9,7,30,1,0,0,1,4,5,12,9
2005,559,0,0,0,0,0,111,44,15,12,9,31,1,0,0,1,3,1,9,12
2005,560,900,40,1,0,1,79,32,17,9,9,32,1,0,0,1,0,1,8,8
2005,561,1154,50,1,0,0,94,37,16,11,5,33,1,0,0,1,1,NA,12,12
2005,562,656.25,40,1,0,1,92,32,12,8,4,29,0,0,0,1,4,NA,14,14
2005,563,1081.5,60,1,0,1,117,39,16,9,3,31,1,0,1,1,1,2,12,10
2005,564,900,40,1,0,1,103,27,14,5,2,30,1,0,0,1,1,1,6,7
2005,565,0,0,0,0,0,106,37,12,5,3,29,1,0,0,1,2,1,12,13
2005,566,577,60,1,0,0,104,43,14,6,2,30,1,0,1,1,2,3,14,12
2005,567,937.5,50,1,0,1,102,26,12,6,2,32,0,0,0,1,4,2,11,8
2005,568,503,40,1,0,0,84,14,11,11,2,30,0,1,0,1,3,NA,9,9
2005,569,721.5,50,1,0,1,105,45,14,15,2,37,1,0,1,1,3,4,8,4
2005,570,2308,40,1,0,0,116,42,17,8,2,38,1,0,0,0,6,1,12,13
2005,571,423.75,45,1,0,1,82,30,10,15,3,33,1,0,0,0,4,4,NA,NA
2005,572,1154,40,1,0,0,116,42,15,11,12,34,0,0,0,0,2,1,12,9
2005,573,472.5,40,1,0,1,103,30,15,14,2,32,1,0,1,0,0,1,11,5
2005,574,390,40,1,0,1,79,28,16,6,1,30,1,1,1,0,0,1,11,NA
2005,575,865,40,1,0,0,66,30,11,10,7,30,1,0,0,1,14,4,0,10
2005,576,864,40,1,0,0,87,38,12,15,6,31,1,0,0,0,1,1,12,12
2005,577,1189.5,40,1,0,1,127,48,16,16,12,37,1,0,0,1,4,4,16,16
2005,578,1014,55,1,0,0,110,42,16,13,9,30,0,0,0,1,1,2,12,14
2005,579,1083,40,1,0,1,109,33,15,11,1,29,1,0,1,1,2,1,11,9
2005,580,1275,40,1,0,0,123,37,14,9,1,31,1,0,0,1,0,1,12,NA
2005,581,641.25,45,1,0,1,119,45,16,11,4,32,1,0,0,1,3,1,12,9
2005,582,1201.5,45,1,0,1,111,40,16,10,10,31,1,0,1,0,1,NA,16,12
2005,583,0,0,0,0,1,98,35,14,18,2,37,1,0,0,1,1,NA,10,14
2005,584,1009.5,40,1,0,1,112,39,16,14,14,35,1,0,0,1,0,1,12,16
2005,585,488,40,1,0,0,103,40,17,5,3,31,1,0,1,1,1,NA,12,16
2005,586,460,40,1,0,0,92,22,11,16,1,36,1,0,1,1,5,6,NA,NA
2005,587,1188,40,1,0,0,105,28,12,11,7,30,1,0,0,1,3,1,12,10
2005,588,808,40,1,0,0,97,37,16,10,7,29,1,0,0,1,3,3,9,12
2005,589,750,40,1,0,1,98,34,12,17,13,36,1,0,1,1,3,NA,12,NA
2005,590,579,44,1,0,0,122,36,13,8,1,30,1,0,0,0,4,1,16,16
2005,591,750,40,1,0,1,102,46,16,13,11,35,1,0,0,1,6,2,10,12
2005,592,1206,40,1,0,0,110,37,12,16,4,38,1,0,0,1,1,1,12,12
2005,593,1000,45,1,0,0,103,29,15,8,3,32,1,0,0,1,3,4,12,NA
2005,594,1043.25,50,1,0,1,109,38,12,14,8,32,1,1,1,1,1,2,11,9
2005,595,664,40,1,0,0,105,30,12,8,10,29,1,0,0,1,7,6,12,12
2005,596,1200,42,1,0,0,119,28,16,11,5,30,1,0,0,1,5,1,10,11
2005,597,1082,40,1,0,0,111,44,13,20,12,36,1,0,0,1,4,2,8,11
2005,598,910,30,1,0,0,95,27,12,16,5,35,1,0,1,1,2,3,12,14
2005,599,597,48,1,0,1,119,31,13,16,15,37,1,1,0,1,7,1,11,NA
2005,600,0,0,0,0,0,90,47,12,19,4,37,1,0,0,0,0,1,12,6
2005,601,1235,40,1,0,0,82,45,12,10,2,33,1,0,0,1,1,1,11,11
2005,602,1072,42,1,0,0,104,37,16,6,8,35,1,0,0,1,2,2,12,6
2005,603,832,50,1,0,0,104,30,13,4,2,30,1,0,0,1,1,2,12,8
2005,604,865.5,40,1,0,1,134,46,18,10,10,37,1,0,1,1,2,1,12,12
2005,605,520,50,1,0,0,107,30,18,6,3,29,1,0,0,0,10,1,12,14
2005,606,576.75,40,1,0,1,93,35,12,11,2,31,1,0,0,1,1,2,8,8
2005,607,823.5,45,1,0,1,105,22,14,6,1,32,0,0,1,1,1,2,12,NA
2005,608,487.5,40,1,0,1,96,32,12,13,7,32,1,0,0,1,4,3,12,12
2005,609,2404,50,1,0,0,106,38,15,8,0,32,1,0,0,1,2,1,12,12
2005,610,447,40,1,0,1,62,26,12,16,14,33,1,1,1,0,9,8,2,8
2005,611,1371,40,1,0,0,128,50,18,8,13,36,1,0,0,0,1,2,16,12
2005,612,300,70,1,0,1,100,43,12,12,3,32,1,0,0,1,3,2,5,8
2005,613,0,0,0,0,1,115,56,18,10,5,36,1,0,0,1,1,1,12,12
2005,614,817,40,1,0,0,116,27,16,10,7,31,1,0,1,0,1,2,16,16
2005,615,1162.5,40,1,0,1,104,47,12,16,1,34,1,0,1,0,8,4,9,10
2005,616,1850,40,1,0,0,80,23,11,14,15,33,1,0,0,1,3,NA,10,10
2005,617,0,0,0,0,0,96,43,12,17,18,36,1,0,0,0,4,5,8,8
2005,618,1121.25,45,1,0,1,113,50,17,13,9,33,1,0,0,1,3,3,12,8
2005,619,800,50,1,0,0,92,28,9,18,13,34,1,0,0,1,0,1,8,8
2005,620,900,40,1,0,0,80,34,10,15,14,38,1,0,1,0,3,3,12,10
2005,621,359.25,40,1,0,1,97,45,12,15,1,38,1,0,1,0,3,4,NA,NA
2005,622,450,40,1,0,0,94,29,15,9,4,31,1,0,0,0,1,1,12,NA
2005,623,891,40,1,0,0,90,36,12,16,16,32,1,0,1,0,5,5,12,9
2005,624,830.25,40,1,0,1,112,38,12,12,5,38,1,0,0,1,5,3,11,12
2005,625,0,0,0,0,1,104,36,12,15,11,33,1,0,0,0,0,1,12,12
2005,626,1225,40,1,0,0,118,44,13,9,14,32,1,0,0,1,0,1,12,9
2005,627,1442,40,1,0,0,123,42,17,14,7,38,1,0,1,0,2,3,12,6
